LipidGroup,BH1,BH2,BH3,BH4,BN2,BN3,BN5,BN6,CH1,CH2,CH3,CH5,CN1,CN2,CN3,CN5
PC(34:0)+H,332055110.4,363608975.9,403031239.3,366360732.3,508838065.8,541205054.7,422598230.6,422909935.3,220922681.6,192869174.5,229763286.6,173937322.9,253644349.7,210203028.2,313767278.8,318862973.3
PC(34:1)+HCOO,224024501.4,289384907.4,278793670.7,264003475.6,254062755.3,266226094.3,263949587.2,275174054.6,180474203.9,172882159,165906642.4,163103585.4,170221120.3,170244199.6,218527274.2,206878806.1
PC(34:1)+H,2868596050,2829783388,3000575012,3207360285,2970716474,3178666478,2883944318,2853035043,2456978188,2029052467,1946619135,2095465188,2119814470,2112170385,2336116357,2532464120
PC(34:1+O)+H,7336674.281,10232418.37,9195725.977,14907304.11,9778758.571,12576615.94,11886305.57,8668663.363,10219694.44,11166595.56,10849429.84,11676900.58,11870778.84,10863607.54,8742959.201,8165538.672
PC(34:1+O)+HCOO,33105358.63,44560144.57,38611734.04,37600172.92,47890131.6,45655715.41,40102760.33,41721271.78,30600047.23,29560174.52,30694163.15,27772102.87,31378730.01,32080779.43,35473950.1,33474795.38
PC(34:1e)+HCOO,3895657.934,6173854.033,5184842.132,7125799.76,5098160.195,3325097.756,4950254.094,5257509.068,5082601.672,4530486.025,2768516.201,4269651.003,3449010.018,3904111.488,4827188.412,5670030.537
PC(34:1e)+H,66804317.28,84250829.84,92021198.87,89543899.13,91319757.68,79017729.25,72569737.07,74361898.21,76305824.32,80076573.87,73366702.39,70651331.36,66374988.56,65588095.77,78249623.38,69262606.66
PC(34:2)+HCOO,840525718.1,1095334094,1018653818,1001186460,1122582166,1194244837,1106716434,1085723436,750361186.4,677435667.1,677422860.9,699311143.8,773506984.4,779853905.8,927016482.8,921498893.9
PC(34:2)+H,10504758518,13597885785,12385133539,12070819546,13150808304,14435247626,13802860618,14979248372,10201262106,9200449472,9254514696,9910646874,10234380972,11309416866,12346152461,11802709031
PC(34:2)+HCOO,795445.7358,3828352.806,2818788.545,3428919.952,90898.751,740204.388,6025621.016,1355215.728,2663429.997,7261713.281,6777110.558,2426633.345,5469460.633,1852823.375,1423882.525,792961.3581
PC(34:2)+H,23239938.55,12214316.2,10258924.02,24376604.96,50832893.81,19246600.28,14828105.79,16887610.13,391746241.4,258041546,10534555.11,10340847.06,4715123.325,25393086.29,26589964.85,19320102.66
PC(34:2)+HCOO,0,0,0,0,0,0,1516044.803,0,0,436437.111,0,0,0,0,0,0
PC(34:2+4O)+H,45975686.39,30377618.52,51734861.85,55344299.72,50260463.98,59131742.48,34754988.11,47503182.64,29168131.82,21515104.19,19732401.66,22627006.81,27720264.6,38919596.85,34928496.79,34694037.4
PC(34:2+6O)+CH3COO,3990806.604,5929412.376,4955583.238,4982854.285,4132275.807,5376272.068,3930458.589,4330925.06,2636837.113,2817121.613,1894929.735,689230.65,2459761.459,2702522.33,4171272.942,3989752.489
PC(34:2+O)+HCOO,133298.187,0,415798.8228,653422.3038,775695.558,316501.1766,36987.9939,294295.7364,0,0,110117.6973,136008.4284,178808.124,0,316419.5664,0
PC(34:2+Ox)+HCOO,21203630.58,22911457.53,22274048.28,22777807.91,21315371.75,21216916.31,21169251.12,21111032.16,12809749.34,14615776.7,11917706.62,12222823.39,10456080.29,11262751.3,12432955.39,13606803.74
PC(34:2e)+H,31098789.42,33664861.2,41410947.42,34461193.71,34023062.3,46749245.91,41471112.76,40287276.91,23320283.89,21745082.47,19845510.51,21314091.5,33588222.16,26478938.69,29832372.67,32369218.53
PC(34:3)+HCOO,12027107.69,9991658.802,7205305.08,10591427.55,14261705.34,9592712.529,10200686.22,7260797.614,2389557.218,1645739.073,1396774.735,2191270.426,1400250.405,3252309.261,3262293.647,5095564.852
PC(34:3)+H,94132704.42,147728008.5,112404235.7,118580122.5,116083357.4,399974074.4,176144157.9,131483917.4,57238418.56,54422048.34,51008786.1,55360684.79,36166703.53,72456989.95,80153435.24,65057642.21
PC(34:3)+HCOO,7471377.174,8730856.524,11109251.9,7174988.024,12238650.69,13948269.37,9127319.505,11099859.41,5913161.602,4184268.393,4538510.54,3491497.859,3137139.014,4294364.972,5157829.846,6743602.863
PC(34:3)+H,102303155.5,164429766.6,139975607.5,115011840.3,237553166.4,169878649.5,218171634.3,186584917.6,112603228.8,72482364.61,111601026.1,87398610.05,74512444.28,94600118.13,102570211.1,94620056.55
PC(34:3+4O)+H,244072008.5,237429567.8,247342579.8,237624960.9,203131357.8,228898392.9,218071397.2,223971818.2,172068342.4,144985897.3,143278733.2,157488841.1,111231088.8,117941472.9,139966449.8,130855476.4
PC(34:3+6O)+CH3COO,16869689.83,17616676.35,17758650.88,16780783.1,16066175.88,16710564.31,16566490.85,16208530.37,9564654.763,9483366.663,8075377.109,9456615.738,6610190.999,7132924.478,8007796.759,10236602.37
PC(34:4)+HCOO,7994580.135,8325497.52,9112082.694,7863005.784,10643838.62,10798452.16,10336199.87,11001446.66,2270711.115,3153392.609,3025671.992,2435622.017,1568427.183,2233652.182,2316308.991,2718021.061
PC(34:4)+H,108244142.8,109381544.1,111671739.8,124214331.1,127196506.5,182519390.6,130578969.7,134953085.1,39050914.57,38707931.09,38587378.93,36869195.81,30739997.91,37620890.86,35657591.73,40291349.45
PC(34:4e)+H,21822921.26,26191024.83,25544709.74,23617641.97,24551847.92,24351132.64,22990326.33,35548053.41,10547772.41,9964965.149,10292891.55,5275815.798,7753533.47,7174751.511,6698660.541,9309166.128
PC(35:1)+HCOO,3274412.232,2930579.31,2679832.415,3395487.889,2054002.018,2615843.027,3835389.408,1826603.344,1946913.712,650692.665,1010747.035,1934966.344,891569.791,1048176.372,2393791.819,898113.941
PC(35:1)+H,54360383.2,56082713.78,43562968.02,53307064.04,41188890.06,47210904.27,38039709.08,44040665.09,38547205,33595441.41,29304200.85,32733134.68,35198799.7,34088932.21,36925568.1,35601425.01
PC(35:2)+HCOO,13486516,16839303.66,14628144.49,15899297.73,17592464.4,16111604.64,15915682.19,16907977.98,11407787.76,12546329.28,10126422.29,11115977.53,12281359.18,12321999.25,14070539.11,14792047.86
PC(35:2)+H,174833821.6,248421307.2,221116365.5,226120417.3,229387737.2,214388473.9,200248355.3,236683053.7,189838147.8,150953977.8,155414337.1,158531962,167840910.4,161352047.4,172781216.1,227099522.7
PC(35:3)+H,13582558.75,20002498.23,4358650.864,11953008.87,17077429.28,18990890.87,9352627.903,2941499.913,4561358.973,7880749.438,8832442.311,7169397.264,10266471.22,6196076.09,3847055.108,12540174.64
PC(35:3)+H,1486617.09,1462749.118,0,2047881.56,5430939.763,1331932.999,4236689.107,910274.405,1269236.027,611325.23,0,0,0,1692702.229,2517817.053,794825.04
PC(35:4)+H,24620075.66,21899645.35,25761995.91,22643023.9,21104730.7,20575503.65,20831212.04,21529633.76,5878813.972,9040966.34,9528556.208,8370153.681,6651584.806,4534984.406,6691394.982,6542049.616
PC(35:4)+H,26915416.9,48087637.77,38420363.61,37616162.87,31003128.1,31552720.06,19036037.63,21971173.09,22868446.61,29230556.4,23512639.34,22422367.96,20328089.43,28090691.3,24528194.22,21371024.09
PC(36:0)+HCOO,516286.879,2455939.991,2107005.384,2029984.041,2169214.041,2014039.166,2869001.557,2628175.724,0,435596.267,0,0,0,0,1722648.489,509386.978
PC(36:0)+H,21188907.34,27231476.88,27188914.35,31697920.26,25623175.77,31578182.85,28763806.52,30563332.11,7440736.427,8626411.997,7674611.947,10426580.7,10672956.9,12302165.72,14762001.79,18905204
PC(36:1)+HCOO,90974956.59,108275299.2,107762036.8,114557255.7,98739160.9,99609436.37,95169300.83,99573655.8,71049949.11,54565536.53,64957198.41,61355034.93,53132283.39,58008154.99,69517457.76,71347603.94
PC(36:1)+H,1004079503,1339911968,1206662457,1210224305,1108546743,1250042630,1183415257,1119881207,753537162.3,667766009.6,709928269,682562460.5,705831994.9,644373962,885257522.3,699714920.5
PC(36:1+O)+HCOO,1846.161,658548.109,0,2070408.683,2270692.51,165402.3792,445212.606,2454515.846,530154.234,0,402060.262,301605.6615,470038.272,0,1005906.08,711427.9092
PC(36:2)+HCOO,678255511.6,793310273.3,796457916.3,782163449,909827203.4,939569964.3,918715540.8,854915100.2,633110984.8,572903568.6,607143677.9,567870942.6,620817546.1,619035398.3,717308138.4,731812587.1
PC(36:2)+H,7836132415,10581109015,10690735187,10236771850,10204279220,10507053208,9786710130,10144686192,7836009911,7712000930,7525619276,7543828989,7987495870,8060815096,10309792566,8556831509
PC(36:2)+HCOO,905139.9345,651059.3022,1161676.227,804939.5895,1523472.857,869756.4414,140067.84,978957.3393,707249.9964,215463.1638,1152514.625,647572.1022,1508581.979,434695.992,739092.4023,2371272.159
PC(36:2)+H,7750846.439,9321347.865,27844520.69,18665309.21,6587388.637,2658241.927,12570432.03,19606242.51,14301839.41,11707709.76,6967165.807,93653116.87,14155425.66,21407347.78,23434547.56,11035898.25
PC(36:2)+H,0,0,304270.576,3696350.732,0,0,0,0,0,0,997470.153,0,0,0,0,0
PC(36:2+6O)+CH3COO,7986200.55,8037658.351,7924797.527,7575540.962,6577518.252,5817639.841,5704026.502,6715610.159,6286968.93,6209388.597,3611463.114,5886536.746,3985962.048,5065335.741,5609840.594,4760356.743
PC(36:2+O)+HCOO,10479067.24,13764530.23,9931699.26,9453741.931,10201734.61,9416697.976,7841504.717,9738574.437,3377183.535,6379300.497,4641324.276,5852455.685,5611882.777,7473869.863,7536882.604,5851722.032
PC(36:2+OO)+HCOO,887171.723,1935784.367,691243.814,450255.945,479041.535,2924059.937,0,1892223.698,433264.673,739888.087,863871.763,1020667.605,471688.452,0,832387.577,1830227.055
PC(36:2+Ox)+HCOO,20426251.95,28251156.89,26119999.61,23088234.93,21554946.63,23334958.72,22201701.59,24650308.22,15365910.49,18378696.94,14613079.28,15143828.12,8296292.511,10586129.88,13296507.65,11379391.03
PC(36:3)+HCOO,86164661.88,125388676.3,95771811.62,101036552.4,104836459.6,133801275,106246975.5,105391199,50186459.71,56256274.05,48858691.39,56476801.32,69450839.07,77429422.19,91653655.06,88674450.69
PC(36:3)+H,1258913341,1593492765,1149222557,1472285427,1714120954,1837358098,1556288605,1535796016,925130026.1,824858754.5,705561063.6,892461046.3,1104522465,1130586818,1221096284,1238314327
PC(36:3)+HCOO,2952431.651,9884046.77,2334460.911,2090730.702,10423305.87,7099397.175,11604538.51,4640722.855,7209334.875,1118941.651,7812436.491,6678298.092,1475702.41,695345.628,1965630.715,617545.266
PC(36:3)+H,102849172.5,14572959.24,8129794.545,67690360.07,63890992.38,66465985.67,82743965.16,148981293.9,114745430.6,57027344.55,81259465.81,112663836.7,94720170.1,45827606.32,18787916.88,25874694.58
PC(36:3+6O)+CH3COO,16819994.71,21391519.41,19724707.26,19803178.26,17380551.79,18222745.14,18281932.49,16925777.31,13959506.06,13081736.65,13025746.8,11959432.2,7301251.814,8325756.083,9523881.108,8155613.296
PC(36:4)+HCOO,37317074.04,50348991.2,46076628.99,50790461.79,64245144.14,62086891.02,55185668.39,54708360.16,27219493.77,22206221.98,28346459.53,26210486.52,57582652.93,42726104.94,48586893.84,43904468.4
PC(36:4)+H,582913594.8,638818112.4,557903457.1,517403190.5,712093044.4,828002801.5,635479733.1,623324293.9,341200840.4,280361059.6,320289254.9,337784402.3,492162741.2,423588638.2,599384063.9,544667662.8
PC(36:4)+HCOO,490752254.2,616276666.9,575226726.1,578209633.9,524635558.3,536302621.5,497939841.1,533831749.2,323873250.2,300605434.6,287499240.8,286616108.6,249377732.3,218894579.6,251305443.3,289649699.5
PC(36:4)+H,9393221049,10271234977,10433790271,10161249844,8393700242,9626353231,9038034691,9923751082,6437345072,5917243915,5859207306,6061828275,5097845654,5176526803,5826825163,5880703369
PC(36:4)+H,1583106.272,2806594.196,2278911.173,2128261.327,2922679.956,2330954.962,2035039.215,4130612.299,2742910.011,3449817.85,656353.2879,2872306.104,2976410.687,6887394.975,3534559.058,2703510.949
PC(36:4+O)+HCOO,3665640.356,3264000.64,612769.245,2591772.567,2820900.487,371096.3403,2391027.492,4566616.063,1011355.682,804840.1653,1845673.697,2041501.486,431988.33,614825.9598,805611.27,576219.037
PC(36:4e)+HCOO,10069496.1,14745862.4,12421917.3,14072440.49,11673604.7,13294952.17,12256884.53,11727121.76,5983846.042,6719503.17,7139898.692,5888564.474,5686128.303,6740178.872,8203508.818,6906135.014
PC(36:4e)+H,194451434.5,235930326.6,187184703.4,236110840.9,237615833.4,190185171.8,223719540.8,193379124.3,138860099.6,131643362.2,108877277.7,116849415.2,106115570.8,119699781.7,148784107.7,133721142.1
PC(36:5)+HCOO,13351750.76,19300087.71,17041614.64,15815186.57,21111556.64,18643758.97,17722651.83,19535839.48,20754886.23,19890481.76,19023577.28,15521652.54,21222193.82,16707735.29,20694549.74,17610728.67
PC(36:5)+H,210177546.5,286932046.3,229062905,210704791.8,285191113.8,297050902.3,229046780.6,254710616.7,282854655.8,279759865.6,318255251.7,271969207,218618015.6,242838412.7,277175921.4,262946907.8
PC(36:5)+H,47741608.14,43839391.95,52794780.69,53835982.69,43038515.21,47210718.74,61021757.74,53485597.87,40774710.86,39657626.54,47515491.64,42755789.47,42552113.8,49012643.02,40341834.68,44657083.68
PC(36:5+5O)+HCOO,5287362.108,5289291.048,4877119.068,6338077.496,4784954.909,5577018.699,5990088.323,4851155.482,3714676.848,4346909.962,5003357.057,3960990.348,4356435.487,4206278.249,5455623.511,4279202.301
PC(36:5+6O)+CH3COO,7459831.076,9406706.361,9296897.187,9328276.706,10712900.56,11826018.19,9714480.263,9052381.302,7502831.946,6588378.498,5930675.411,5899368.869,6158459.974,5364636.398,7755569.185,7737877.055
PC(36:5+7O)-CH3,4970706.718,5655169.696,5574903.604,4770211.445,4494473.51,4304503.786,4207039.997,3968053.696,4538952.015,4490478.895,3371696.668,3748139.109,3718679.001,4310230.687,5044251.791,4309709.603
PC(36:5e)+HCOO,7536016.754,8118777.383,9028965.094,9944897.519,8134842.291,7777860.517,6071667.077,8690797.24,3185050.545,1501468.361,3943906.969,2312734.588,2842379.036,2077153.27,2365284.802,2513234.172
PC(36:5e)+H,128025286.6,139062639.8,136752820.9,140711163.1,130464565.8,128118807.6,107978489,126409126.8,51933330.46,60852349.16,46418870.9,55738859.77,47413329.15,61441146.17,52316354.81,59037934.79
PC(36:6)+HCOO,3295674.842,4076575.416,3914510.309,3739149.558,5221566.971,6484004.836,5775341.532,6004502.676,1583575.903,1239491.6,726346.702,499296.994,0,1152205.247,1227673.711,1464894.159
PC(36:6)+H,52637029.85,46794475.79,52097231.07,47446780.28,78473345.16,84468308.67,74979551.95,78028319.72,24645574.77,20755450.9,18981832.75,19519468.89,23654947.13,13793562.89,27109304.24,32025062.89
PC(36:6e)+H,20542729.37,25920686.58,28124606.14,23291301.3,26264647.11,22417822.04,23844535.58,24240756.99,6385179.047,8008202.1,7205990.378,8880497.779,4660668.598,5721288.144,7335619.914,11044749.95
PC(37:1)+H,10946309.94,7201820.755,6543891.82,9264030.445,9173277.78,9475325.045,13227321.66,10378759.35,4734587.16,5890752.992,4343955.309,6792296.213,1322128.635,2116346.35,2181854.381,4636146.926
PC(37:2)+HCOO,9965966.907,15478691.08,11005071.96,11828719.1,10669249,10093918.63,10269128.09,10202268.05,6556304.141,6778573.794,6125711.991,6050033.854,6233039.507,7133550.112,7207389.964,9392550.549
PC(37:2)+H,139693601.6,188775106.9,156578724.4,169292186.5,130724443,134303976,135690737.7,122450311.6,103112527.6,92065065.2,105608499.8,83954238.02,92280932.58,86500297.32,101383980.6,95395105.12
PC(37:3)+HCOO,209260.8648,1104838.91,563965.6818,1420085.461,582864.9972,1313670.732,521923.875,336108.5964,160789.335,1075941.267,0,596412.5064,846256.5249,353840.1024,1153226.04,348642.4548
PC(37:3)+H,15440290.6,993587.4585,28463823.2,6682838.665,29427641.41,40377071.54,33304704.15,37584171.81,26166730.65,18543318.91,23397833.98,23776845.74,29535485.07,3184225.738,28772737.43,32812931.83
PC(37:3)+H,5527276.124,8034912.721,5631235.459,2069790.492,0,5237480.629,3611118.782,3826792.897,2824957.284,0,1771202.706,647590.125,1783104.45,1705678.109,1875675.173,2271630.131
PC(37:4)+HCOO,7803651.032,11102554.59,11288321.43,9609861.368,8136276.217,7220730.434,7143532.83,8475978.958,4096189.52,5552868.926,5035523.366,4967364.083,2461187.446,2888151.501,3109977.013,4425610.33
PC(37:4)+H,121749468.4,154267353.1,132691572.9,148569750.9,134423999,132526141.6,126410427.7,111252975.8,75680961.79,80061625.44,82484206.8,83488380.72,49866547.44,56981248.31,56263995.4,72263008.89
PC(37:6)+H,10424917.72,16048877.11,10769382.24,9988944.447,11260929.3,15889554.18,12505433.55,11695004.1,4619049.905,8696600.373,5809922.092,4240600.512,8416099.076,8679656.53,8787630.178,9436666.277
PC(37:6)+H,8308699.55,22898907.97,17946219.9,15643453.87,19507182.24,17843429.46,8031796.344,11234096.38,7846245.651,6986817.481,8152094.111,7843842.841,6092295.399,12287238.09,9268518.061,9969985.371
PC(38:1)+H,16110708.02,22777554.97,18001697.39,20465192.23,16979536.46,17164167.38,18297993.44,17918307.79,9362809.149,12074911.11,7323254.416,6095884.589,9826167.87,7160751.985,11125632.01,10028889.56
PC(38:2)+HCOO,29531104.73,45361811.86,31747434.47,37462903.4,33691559.75,39125073.33,38772833.71,38860183.1,20611564.85,18200760.99,19401443.03,21190781.15,25598657.68,24410812.65,31718894.56,26452893.96
PC(38:2)+H,422525925.6,540938139.4,499683984.7,472609905.1,512704159.9,521395447.9,514190859.9,504049200.7,282231270.3,262704841.2,274059731.1,287017188.1,304731983.4,299924661.5,320947299.9,356370410.7
PC(38:3)+HCOO,171810235.9,218937014.3,163989129.3,193206105.3,186154464.3,163111461.9,186235994,189670520.8,114463743.4,122272307.8,107610516.9,106862469.4,108133395.7,108869912.5,127008714.9,102898697.3
PC(38:3)+H,1885398963,2260282248,2187318587,1853000397,2112104309,1785435563,1806070710,1926829287,1426729541,1336659162,1326801993,1342606670,1184445540,1202793860,1437899501,1321813188
PC(38:3+O)+H,12496709.5,9005033.671,6078673.824,6974131.641,14234255.17,14068264.22,16123777.14,18001656.79,3528608.387,1594857.024,3027730.31,2253989.863,5557942.783,2108057.413,5130102.978,4098040.158
PC(38:4)+HCOO,41557686.62,46902279.1,41750229.91,47231934.17,50999832.35,52555915.87,52044380.28,48016284.45,7331569.397,20377866.4,23450519.25,22358254.08,37119105.1,36341522.87,45552564.59,43193419.52
PC(38:4)+H,628964677.8,735355328.7,702389502.9,641792450.2,751483649.2,854949915.7,709043341.5,787340780.1,424043955.2,300555537.1,344032635.7,363261314.7,546510022.6,580884925.7,695685518,677001855
PC(38:4)+HCOO,424697984.2,565045059.1,542202050,516959297,459746510.7,476765877.7,457892139.4,478201627,331859819.8,322216887.6,299410171.4,294828743.4,206705898.3,207290488.5,234736801.2,245956076.5
PC(38:4)+H,5694967010,5878590322,7011390461,6729338563,5307722589,5856151620,5314239678,5244251783,4661731266,4003114572,3739961223,3865057665,2793767362,2765637043,3022644103,3068422777
PC(38:4e)+H,29382471.46,36807581.94,35881043,35627189.57,27321115.86,28248300.53,29361775.21,27778672.95,15572626.06,14080833.93,12462383.23,13351712.9,11048784.41,11378977.61,16602878.14,15990464.36
PC(38:4e)+HCOO,1370109.944,3242284.561,1162370.111,1873872.586,1850807.491,1167021.062,0,1999919.25,489244.87,0,0,376070.834,340932.8052,0,456202.88,726483.653
PC(38:4e)-CH3,3878437.031,3478927.631,2491034.092,1930687.497,1274787.185,1084173.882,434327.239,956746.964,422416.89,768000.146,925200.038,1200009.305,0,475679.373,1217768.519,819228.648
PC(38:5)+HCOO,66534426.24,82883943.68,67478510.26,64156015.17,65512453.23,66847065.46,59690068.9,63907089.56,33589372.04,31760122.46,30218769.11,32429952.32,26250450.18,24329995.12,30037280.87,32032239.54
PC(38:5)+H,1049889376,1116996326,1245340489,1172892478,1114998206,1207636559,1162657251,1231669753,630451770.2,567852604.6,532045488.4,585879613.5,530760039.9,496134378.3,595451489.7,554771236.3
PC(38:5)+HCOO,11945945.68,12783461.84,13390220.1,12042213.13,11735616.22,14711584.8,14092217.21,11381246.56,12045220.04,12164788.61,12143327.69,12290468.46,9357592.147,11149383.76,13013627.08,13040449.18
PC(38:5)+H,145397592.2,195254246.9,186662734.4,186075708.7,211347900.6,209019118.4,164936051.8,194302232.3,210159867.2,174768277.2,198340907.7,184902449.9,145886376,159741422,191650468.3,194479598.4
PC(38:5)+H,51015345.89,69718322.58,55662089.3,52829339.24,61345782.09,52805479.14,55745369.39,52204167.43,51444952.11,40611864.01,48636118.86,46385749.33,51253266.31,50750504.6,47534076.8,48150851.88
PC(38:5+6O)+CH3COO,4916403.611,4087953.018,5171996.675,5082851.398,4397537.68,5179426.243,5366476.592,5134291.473,2327206.719,3613278.51,2593522.554,3203540.815,3278469.244,2775480.301,4121311.038,3457785.854
PC(38:5e)+HCOO,6186949.181,9733459.218,7736124.529,8039784.971,6790136.874,8617962.42,8486088.393,7271686.192,5649811.478,5319530.502,3724153.417,3825443.067,3620333.002,5702211.11,4889138.263,5307396.617
PC(38:5e)+H,132954427.5,160016448.9,126982129.5,158577783,158046320.1,141328979.1,152580506.9,134106946.6,100400310.1,89691207.07,80574109.34,86835106.86,55898350.19,96182157.25,96253854.36,100031029.2
PC(38:6)+HCOO,26800845.4,24581352.59,27939206.74,27472397.92,29875303.54,31343173.44,24113077.58,24508161.68,14768575.92,13761403.07,13724788.72,14679975.35,12013780.42,12952443.82,13277415.03,14540107.44
PC(38:6)+H,321167519.2,379863218.6,389112317.4,340839394.5,372017048.6,449225870.6,396238298.9,408403923.6,198199813.8,167417509.8,181856821.1,207993691.5,186460960.9,170169663,202758032.2,187135972.8
PC(38:6)+HCOO,252162515.2,348256133.1,333187548.5,333851504.2,336866414.8,349997168.8,308078183.6,326817021.4,252529396.4,238629787.1,218089205.9,214990280.8,253299403.4,185674203.5,274404554.4,266173279.2
PC(38:6)+H,4053234711,5332513740,5146723681,4853956882,5290533756,5279058686,4914515485,5510286197,4057446839,3845687857,3309973083,3489626158,4070503493,2846757658,4692468935,4185406519
PC(38:6e)+HCOO,6687290.589,5796823.424,8135727.913,8073996.74,6703464.786,8828093.861,9114711.587,7171591.98,3540888.694,4132064.814,2674486.386,3267588.576,3445439.56,2750732.217,4732996.548,4539975.796
PC(38:6e)+H,125729599.5,140872177.7,129481133.9,145528318.2,144285453.9,155108555.9,140534761.3,155231375,67798414.61,63380877.91,70415936.82,70693756.34,87027487.33,79594992.15,102535912.2,81990699.39
PC(38:6e)-CH3,1118982.306,1463998.559,2113414.464,1614799.735,1692998.717,2237438.422,1117247.412,1864960.574,0,0,0,0,0,0,0,0
PC(38:7)+H,19982866.67,21528911.47,14525007.17,17505052.51,22127545.56,29861690.35,21506572.71,19539259.64,13509033.31,14408043.28,20243405.53,17095262.89,15265541.73,7499194.378,18884354.57,18615084.89
PC(38:7)+H,43247780.09,38627797.44,42771440.09,40362793.17,47239285.44,43086703.89,32885292.67,37303643.17,35185010.42,23490711.18,24705595.34,29411642.12,22145572.92,25249776.67,24072954.88,32139357.5
PC(38:7+5O)+HCOO,2692195.398,3368160.62,2619955.84,3612435.839,2882136.097,3695862.353,2552986.415,3168922.624,3481134.853,2904870.603,2406863.352,488990.142,453787.67,1106813.831,826311.029,396437.448
PC(38:7e)+HCOO,2630498.626,4929251.387,4251282.327,5418381.801,5401407.84,4004905.784,3597128.048,5334698.881,1546733.775,672579.861,1591372.28,2098838.717,1493090.89,983946.978,1423582.431,1053175.29
PC(38:7e)+H,74586473.15,81093442.76,78845834.84,83190644.06,94970077.44,86461945.45,76693672.53,77366371.33,43189360.39,41964661.7,31421087.09,38968494.33,42379797.6,36729063.78,52653097.72,40941396.2
PC(38:8COOH)+HCOO,3350785.656,3607804.164,3975480.419,3709490.824,3595273.045,3563772.613,3123498.301,2923526.315,3119566.204,3124773.915,2750485.82,2421939.035,2281930.149,2852897.776,3663957.631,2916933.291
PC(39:3)+H,24463685.4,32279600.97,19757201.56,21019678.08,16198197.92,23171493.65,14647336.96,17526448.37,10963013.04,11150692.51,9844983.148,7779548.723,6026276.833,7158538.796,8291428.679,12587815.06
PC(39:3e)+H,5617344.116,6137122.086,8681276.568,13660722.3,12457948.95,7652160.541,20088238.64,17056268.18,25647889.02,28154452.43,30357523.5,26928848.53,20354402.95,17460848.3,17801230.79,25855267.51
PC(39:4)+HCOO,5380887.263,7439867.588,5813744.837,6640428.705,3468951.794,4042444.196,4265660.723,3377177.507,2544120.233,2753021.047,1723814.26,1719181.306,442410.376,0,1231799.949,1364678.119
PC(39:4)+H,74979825.85,108745478.2,86519661.33,79834585.05,59429665.63,68226989.45,56208739.24,57456779.39,31759096.77,38419068.73,39171709.93,36993097.1,18800828.75,19654315.34,23416154.62,26861771.02
PC(39:6)+H,28957352.01,39421109.82,43462882.8,28462551.41,32820250.67,33448417.18,28686073.27,34578783.2,22506925.89,26057931.86,19664660.28,22390786.4,19972589.4,16107599.58,22997239.46,22755264.46
PC(40:3)+H,4751116.574,15190167.5,18027817.8,15460758.83,15897105.15,5531492.194,12934542.7,16649047.49,2299552.652,4250366.878,1757403.986,10243018.31,6826008.229,6562750.965,9593782.434,13641428.16
PC(40:3)+H,7577078.631,14600993.73,5690355.754,6814564.139,13376907.93,13470592.83,1144931.374,7546375.939,8.132,1447966.469,2801959.479,0,12237987.23,16452761.31,20413094.65,9875321.293
PC(40:3+O)+H,2868080.807,2680388.972,5352526.648,6432010.585,8471884.441,9716397.491,11632164.02,5591692.106,958236.269,0,0,0,2571965.973,601971.3444,0,1391180.784
PC(40:4)+HCOO,2199708.882,2464013.123,3805612.498,2758182.887,1941488.659,1801681.984,1202781.062,3094987.866,389919.036,0,517226.421,464282.1885,1734577.003,505635.1344,987148.804,1013869.535
PC(40:4)+H,50449520.42,56781799.63,45251076.86,46776732.79,45534378.87,46461605.62,80297166.68,43677329.49,17262214.08,22246763.59,19085978.75,18192627.39,28274376.59,28760876.5,32431731.4,33300058.62
PC(40:4)+HCOO,1583031.373,6352787.509,5791365.764,4834404.789,3390797.484,5255148.082,4592676.009,5133146.615,2814235.022,2340266.38,2064090.198,1045731.742,1576569.417,1507628.667,2118033.727,1946367.074
PC(40:4)+H,69912851.78,83540810.37,76533696.42,71985718.21,63220180.05,62475366.18,67938416.86,59997138.8,33585778.57,33443265.01,31570071.99,31131595.36,23444469.6,21905943.51,30108459.46,29920246.2
PC(40:5)+HCOO,2475723.571,3633544.646,3406997.168,4418074.821,5628875.732,3373006.121,3831525.526,3071904.237,1237283.022,400636.453,0,387056.447,2742516.681,3949160.415,3014263.78,3440199.919
PC(40:5)+H,61878609.37,70408223.48,63418579.25,67709883.76,73517635.67,67579241.47,65648581.57,57345733.62,30189846.31,28570805.91,21181238.48,34119632.73,44050082.81,58256197.83,53706661.59,57166377.93
PC(40:5)+HCOO,3458543.131,7245110.718,2936647.536,3665587.736,2039602.516,2295699.463,3884547.905,2684903.982,1394053.311,2244640.03,2671360.776,2946655.963,2215352.58,369909.1032,853046.946,1054401.923
PC(40:5)+H,54641721.87,81448923.19,74597263.2,43744408.56,60754620,57301896.31,56137174.07,48005434.01,41194914.35,20721112.77,19497081.45,22396874.3,16463022.83,25632335.05,17924567.44,26264591.14
PC(40:5)+HCOO,662753.778,1824350.978,398558.187,1683734.989,717762.786,836445.652,1515730.384,1541675.271,0,392071.573,863340.175,547331.737,0,0,0,1093835.019
PC(40:5)+H,17433164.46,27981166.22,25591226.29,27084682.98,22579453.14,29472246.57,21636957.75,27497783.21,13526498.31,15727670.26,9788732.892,11923826.65,9998923.519,8536033.233,15030518.65,13002505.5
